"","SubmissionDate","starttime","endtime","tl","note_1","note_2","intro","consent_text","consent","note_3","date_time","id","gender_q2_1","age_q2_2","vht_naba","long_VHT_q2_3","unit_q2_3vht","number_q2_3vht","started_VHT_q2_4","paid_q2_5vht","earn_q2_6vht","long_naba_q2_3","unit_q2_3naba","number_q2_3naba","started_naba_q2_4","paid_q2_5naba","earn_q2_6naba","hospital_q2_7","unit_q2_7","number_q2_7","hospital_q2_7b","unit_q2_7b","number_q2_7b","households_q2_8","visits_q2_9","note_3_1","violence_q3_1f","other_q3_1g","other_q3_1g_number","q3_2err","note_3_3","victim_q3_3a","perpetrator_q3_3b","victim_fam_q3_3c","perpetrator_fam_q3_3d","victim_friends_q3_3e","perpetrator_friends_q3_3f","neighbors_q3_3g","other_q3_3h","other_q3_3h_number","q3_3err","viol_unreported_q3_2","viol_unreported_q3_3b","viol_nomedic_q3_5","viol_nomedic_q3_5why","advice_q3_6","years_vill_q2_12","people_known_q2_13","intervene_q8_9","friends_fam_q16_3","note_q6_1","rounds_q6_1","machete_q6_2","killed_witch_q14_1","possible_kill_q14_1b","witchdoctor_q6_4","films_q17_1","other_attend_q17_2","note_thanks","instanceID","formdef_version","KEY","tc_id"
"35","May 16, 2016 7:04:11 PM","May 16, 2016 12:58:59 PM","May 16, 2016 1:43:31 PM",NA,NA,NA,NA,NA,1,NA,"May 16, 2016 1:09:00 PM","V112103",2,48,1,NA,2,15,"We were called upon to vaccinate malaria kids that's how l began",2,"Farmer",NA,NA,NA,NA,NA,NA,NA,1,20,NA,2,2,400,"3",NA,0,"O",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,2,NA,"L sit them down and talk to them",22,2,NA,NA,NA,1,"He or she has to come to the health center first",NA,NA,3,6,NA,NA,"uuid:3bb5a5db-09be-4c74-ad80-16617ddcb647",1605152102,"uuid:3bb5a5db-09be-4c74-ad80-16617ddcb647",2
"36","May 16, 2016 7:04:11 PM","May 16, 2016 3:20:23 PM","May 16, 2016 3:55:50 PM",NA,NA,NA,NA,NA,1,NA,"May 16, 2016 3:21:00 PM","V112104",2,40,1,NA,2,5,"We were selected and taught ",2,"Farmer",NA,NA,NA,NA,NA,NA,NA,1,20,NA,2,1,300,"Once a month",NA,0,"O",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,1,"Recklessness","L would tell her that we should meet and talk",25,1,NA,NA,NA,1,"He or she has to go to the health center",NA,NA,NA,5,NA,NA,"uuid:7c45224d-b43d-4b82-896e-e40c268c2e6a",1605152102,"uuid:7c45224d-b43d-4b82-896e-e40c268c2e6a",2
"37","May 16, 2016 7:04:12 PM","May 16, 2016 4:15:21 PM","May 16, 2016 4:52:07 PM",NA,NA,NA,NA,NA,1,NA,"May 16, 2016 4:15:00 PM","V112106",2,29,1,NA,2,3,"L was were selected by the people because l am so concerned about my area",2,"No",NA,NA,NA,NA,NA,NA,NA,1,20,NA,2,1,100,"Once a month",NA,0,"O",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,2,1,"Men no longer care","L would tell her to call upon the husband and we discuss these issues",6,2,NA,NA,NA,1,"He or she goes to the health center",NA,NA,3,6,NA,NA,"uuid:a8fedb1a-5ac2-47b0-a0c3-73ad602749b6",1605152102,"uuid:a8fedb1a-5ac2-47b0-a0c3-73ad602749b6",2
"38","May 17, 2016 5:09:27 PM","May 17, 2016 11:03:02 AM","May 17, 2016 1:55:05 PM",NA,NA,NA,NA,NA,1,NA,"May 17, 2016 11:03:00 AM","V112302",2,55,2,NA,NA,NA,NA,NA,NA,NA,2,30,"The villagers saw competency in her and she was elected",2,"Digging",NA,1,15,NA,1,35,NA,NA,NA,17,"0",0,NA,NA,17,0,0,0,0,0,0,"0",0,NA,NA,NA,2,NA,"Give her advice to see the higher authority",55,1,NA,NA,NA,1,"They go to the dispensary",NA,NA,2,5,NA,NA,"uuid:a86b8978-c555-4a5f-8e51-73067e6527b4",1605152102,"uuid:a86b8978-c555-4a5f-8e51-73067e6527b4",7
"39","May 17, 2016 5:09:28 PM","May 17, 2016 11:42:01 AM","May 17, 2016 12:03:11 PM",NA,NA,NA,NA,NA,1,NA,"May 17, 2016 11:43:00 AM","v112304",1,30,1,NA,2,7,"Commitment",2," Fisherman",NA,NA,NA,NA,NA,NA,NA,1,0,NA,1,10,120,"0",NA,2,"0",0,NA,NA,1,1,0,0,0,0,0,"0",0,NA,NA,NA,2,NA,"Get the actual cause then advise accordingly",24,2,NA,NA,NA,1,"Going to clinic",NA,NA,3,5,NA,NA,"uuid:75aea874-698c-4399-890e-1fb601533cbe",1605152102,"uuid:75aea874-698c-4399-890e-1fb601533cbe",7
"40","May 17, 2016 5:09:28 PM","May 17, 2016 12:36:18 PM","May 17, 2016 12:49:00 PM",NA,NA,NA,NA,NA,1,NA,"May 17, 2016 12:36:00 PM","V112308",2,34,1,NA,2,2,"Was just elected ",2,"Digging",NA,NA,NA,NA,NA,NA,NA,1,0,NA,2,1,23,"0",NA,0," 0",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,2,NA,"advise her to settle home",24,2,NA,NA,NA,1,"Going to the clinic",NA,NA,2,6,NA,NA,"uuid:bb626634-f622-4392-8b2e-71b5218627c2",1605152102,"uuid:bb626634-f622-4392-8b2e-71b5218627c2",7
"41","May 17, 2016 5:09:28 PM","May 17, 2016 1:02:38 PM","May 17, 2016 1:54:29 PM",NA,NA,NA,NA,NA,1,NA,"May 17, 2016 1:04:00 PM","V112307",2,43,1,NA,2,9,"Was elected",2,"Digging",NA,NA,NA,NA,NA,NA,NA,1,0,NA,1,30,150,"0",NA,15,"Child drop out",5,NA,NA,10,5,0,0,0,0,0,"0",0,NA,NA,NA,2,NA,"First get the reason, then ask her to respect the husband",43,1,NA,NA,NA,1,"Goes to the clinic",NA,NA,3,3,NA,NA,"uuid:90f7e40e-ffc6-4fd2-8ce2-c66577c3af62",1605152102,"uuid:90f7e40e-ffc6-4fd2-8ce2-c66577c3af62",7
"42","May 17, 2016 5:32:20 PM","May 17, 2016 10:02:10 AM","May 17, 2016 10:22:07 AM",NA,NA,NA,NA,NA,1,NA,"May 17, 2016 10:02:00 AM","V113301",1,29,1,NA,2,4,"Elected by local council",2,"Farmer",NA,NA,NA,NA,NA,NA,NA,1,30,NA,2,1,68,"Twice a month",NA,0,"None ",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,2,NA,"Refer her to the local council members",29,2,NA,NA,NA,1,"Seeks medical assistance",NA,NA,3,6,NA,NA,"uuid:81062083-30d1-438c-9603-2adc723e8867",1605152102,"uuid:81062083-30d1-438c-9603-2adc723e8867",45
"43","May 17, 2016 5:32:21 PM","May 17, 2016 12:58:42 PM","May 17, 2016 1:15:54 PM",NA,NA,NA,NA,NA,1,NA,"May 17, 2016 12:58:00 PM","V113304",2,32,1,NA,2,5,"Elected by chairperson",2,"Farmer",NA,NA,NA,NA,NA,NA,NA,1,40,NA,2,1,120,"Once a month",NA,0,"None ",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,2,NA,"Ascertain the route causes then call for reconciliation",11,2,NA,NA,NA,1,"Hospital assistance",NA,NA,3,5,NA,NA,"uuid:dace1a9d-f125-4023-81ee-5b76d325c35e",1605152102,"uuid:dace1a9d-f125-4023-81ee-5b76d325c35e",45
"44","May 17, 2016 5:32:20 PM","May 17, 2016 11:05:58 AM","May 17, 2016 11:25:06 AM",NA,NA,NA,NA,NA,1,NA,"May 17, 2016 11:06:00 AM","V113303",1,28,1,NA,2,4,"Selected by a USAID project and trained",2,"Self employed",NA,NA,NA,NA,NA,NA,NA,1,30,NA,2,1,75,"Thrice a month",NA,3,"None",0,NA,NA,0,0,0,0,0,0,3,"None",0,NA,NA,NA,1,"Limited finance","Visiting Nabakyala for counseling",8,2,NA,NA,NA,1,"Hospital referral",NA,NA,3,5,NA,NA,"uuid:92700442-c1f9-4990-bfe1-6e63ef38ca3e",1605152102,"uuid:92700442-c1f9-4990-bfe1-6e63ef38ca3e",45
"45","May 17, 2016 5:32:20 PM","May 17, 2016 10:31:56 AM","May 17, 2016 10:57:11 AM",NA,NA,NA,NA,NA,1,NA,"May 17, 2016 10:38:00 AM","V113302",2,50,2,NA,NA,NA,NA,NA,NA,NA,2,30,"Elected by electorate",2,"Farmer",NA,2,2,NA,2,3,NA,NA,NA,0,"None",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,2,NA,"Call them together for counseling",30,3,NA,NA,NA,1,"Hospital medical assistance",NA,NA,3,6,NA,NA,"uuid:ffe94b84-ad89-4f8f-ab78-e8a29069d482",1605152102,"uuid:ffe94b84-ad89-4f8f-ab78-e8a29069d482",45
"46","May 17, 2016 5:32:21 PM","May 17, 2016 1:37:58 PM","May 17, 2016 1:51:56 PM",NA,NA,NA,NA,NA,1,NA,"May 17, 2016 1:38:00 PM","V113305",2,56,2,NA,NA,NA,NA,NA,NA,NA,2,19,"Elected by women",2,"Farmer",NA,1,30,NA,2,1,NA,NA,NA,0,"None",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,7,1,"Negligence from husband","Calls for reconciliation",26,2,NA,NA,NA,1,"Hospital medical assistance",NA,NA,3,6,NA,NA,"uuid:b1a6087b-b661-4f8c-9ef7-fe307649d8af",1605152102,"uuid:b1a6087b-b661-4f8c-9ef7-fe307649d8af",45
"47","May 17, 2016 5:32:22 PM","May 17, 2016 2:31:34 PM","May 17, 2016 3:02:06 PM",NA,NA,NA,NA,NA,1,NA,"May 17, 2016 2:31:00 PM","V113306",2,51,1,NA,2,8,"Elected by village members",2,"Farmer, self employment",NA,NA,NA,NA,NA,NA,NA,3,30,NA,1,60,340,"Once in three months",NA,60,"None",0,NA,NA,15,20,10,10,5,0,0,"None",0,NA,NA,NA,1,"Limited finance","Counseling",27,3,NA,NA,NA,1,"Health centre",NA,NA,2,6,NA,NA,"uuid:bfead114-1eb5-45de-b300-317391b1ef4d",1605152102,"uuid:bfead114-1eb5-45de-b300-317391b1ef4d",45
"48","May 17, 2016 6:43:09 PM","May 17, 2016 3:41:16 PM","May 17, 2016 4:08:31 PM",NA,NA,NA,NA,NA,1,NA,"May 17, 2016 3:41:00 PM","V125101",2,54,2,NA,NA,NA,NA,NA,NA,NA,2,30,"The people of the village voted for me, this was done standing behind the candidate forming a line of people",2,"Farming, maize, beans, sweet potatoes",NA,1,10,NA,1,10,NA,NA,NA,5,"0",0,NA,NA,5,0,0,0,0,0,0,"0",0,NA,NA,NA,2,NA,"I let her tell me her side of the story then I also talk to the husband to get his side of the story, I then set up a meeting for both the wife and the husband. I call my fellow village representatives to help me provide counselling and guidance",32,2,NA,NA,NA,NA,"I tell him to go to the hospital",NA,NA,3,5,NA,NA,"uuid:55f5a7c0-cece-4928-891f-b3df92981886",1605152102,"uuid:55f5a7c0-cece-4928-891f-b3df92981886",31
"49","May 17, 2016 6:43:09 PM","May 17, 2016 4:16:25 PM","May 17, 2016 4:45:31 PM",NA,NA,NA,NA,NA,1,NA,"May 17, 2016 4:16:00 PM","V125104",1,45,1,NA,2,8,"The people of the village nominated me and I was confirmed by the chairman as a VHT",2,"farming",NA,NA,NA,NA,NA,NA,NA,1,10,NA,1,10,15,"Once in three months",NA,2,"0",0,NA,NA,2,0,0,0,0,0,0,"0",0,NA,NA,NA,2,NA,"I tell her to meet with her husband and myself to discuss the reason as to why it happened",45,2,NA,NA,NA,1,"I give him first aid then send him to hospital",NA,NA,3,5,NA,NA,"uuid:6c41dc7f-34eb-4621-b4c0-8d03c8dcbb4f",1605152102,"uuid:6c41dc7f-34eb-4621-b4c0-8d03c8dcbb4f",31
"50","May 17, 2016 6:43:10 PM","May 17, 2016 4:51:46 PM","May 17, 2016 5:10:46 PM",NA,NA,NA,NA,NA,1,NA,"May 17, 2016 4:52:00 PM","V125105",1,67,1,NA,2,6,"I was elected by the people",2,"Bicycle mechanic",NA,NA,NA,NA,NA,NA,NA,1,10,NA,1,10,30,"Once a month",NA,0,"0",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,2,NA,"I send her to see the nabakyala",67,3,NA,NA,NA,1,"He should go to the hospital",NA,NA,3,5,NA,NA,"uuid:cd715394-92fa-4319-a5b7-4f3ec302707b",1605152102,"uuid:cd715394-92fa-4319-a5b7-4f3ec302707b",31
"51","May 17, 2016 6:43:36 PM","May 17, 2016 9:37:39 AM","May 17, 2016 10:05:48 AM",NA,NA,NA,NA,NA,1,NA,"May 17, 2016 9:37:00 AM","V112401",1,43,1,NA,2,21,"He had knowledge about health issues because he previously worked at health centers when the govt started the program me,the chairman selected him",2,"Farmer",NA,NA,NA,NA,NA,NA,NA,2,2,NA,1,30,205,"4 times a months",NA,6,"0",0,NA,NA,4,2,0,0,0,0,0,"0",0,NA,NA,NA,1,"Long process in the police before getting forms to for treatment","Sits the couple together and advise them not to fight again",22,2,NA,NA,NA,1,"He has to go for treatment",NA,NA,2,6,NA,NA,"uuid:1d272e81-788e-46c8-a75d-873f22a0c6cb",1605152102,"uuid:1d272e81-788e-46c8-a75d-873f22a0c6cb",3
"52","May 17, 2016 6:43:36 PM","May 17, 2016 10:17:03 AM","May 17, 2016 10:45:46 AM",NA,NA,NA,NA,NA,1,NA,"May 17, 2016 10:18:00 AM","V112408",1,52,1,NA,2,5,"The lc1 selected him and he went for training",2,"Farmer ",NA,NA,NA,NA,NA,NA,NA,2,2,NA,1,5,700,"Once a month",NA,0,"0",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,10,1,"Some fear to go for treatment because sometimes they are sent back police","He advice's her to go to police",30,3,NA,NA,NA,1,"He goes to health centre",NA,NA,3,5,NA,NA,"uuid:ced35f40-9e54-47a7-aab8-4a387680b0a2",1605152102,"uuid:ced35f40-9e54-47a7-aab8-4a387680b0a2",3
"53","May 17, 2016 6:43:37 PM","May 17, 2016 10:46:42 AM","May 17, 2016 11:14:02 AM",NA,NA,NA,NA,NA,1,NA,"May 17, 2016 10:46:00 AM","V112407",2,50,1,NA,2,5,"The counselor selected her because she was active",2,"She is a dobi,washing and ironing clothes for people",NA,NA,NA,NA,NA,NA,NA,2,2,NA,1,6,10,"Twice a month",NA,4,"0",0,NA,NA,4,0,0,0,0,0,0,"0",0,NA,NA,NA,2,NA,"Advises them to forgive each other",17,4,NA,NA,NA,1,"He goes to health center for treatment",NA,NA,NA,5,NA,NA,"uuid:60989894-8077-4740-b977-3f73f2fda3db",1605152102,"uuid:60989894-8077-4740-b977-3f73f2fda3db",3
"54","May 17, 2016 6:43:38 PM","May 17, 2016 11:49:12 AM","May 17, 2016 12:13:15 PM",NA,NA,NA,NA,NA,1,NA,"May 17, 2016 11:49:00 AM","V112403",1,46,1,NA,2,5,"He was selected by people in the village ",2,"Farmer",NA,NA,NA,NA,NA,NA,NA,2,1,NA,1,20,20,"Twice a month",NA,32,"0",0,NA,NA,13,8,6,0,5,0,0,"0",0,NA,NA,NA,2,NA,"Calls both of them and he settles the dispute",16,2,NA,NA,NA,1,"He has to go in the health center to avoid tetenus ",NA,NA,3,5,NA,NA,"uuid:cb46bc64-5940-4b91-9d37-7568392479c0",1605152102,"uuid:cb46bc64-5940-4b91-9d37-7568392479c0",3
"55","May 17, 2016 6:43:37 PM","May 17, 2016 11:21:53 AM","May 17, 2016 11:37:26 AM",NA,NA,NA,NA,NA,1,NA,"May 17, 2016 11:22:00 AM","V112402",2,55,2,NA,NA,NA,NA,NA,NA,NA,2,10,"She was elected by people",2,"Trader in fish",NA,2,2,NA,1,5,NA,NA,NA,0,"0",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,2,NA,"She calls the husband and advises them to solve their issues amicably",20,3,NA,NA,NA,1,"She /he goes for treatment in the health centre",NA,NA,4,5,NA,NA,"uuid:345fc960-6b8c-4890-b378-2f7f1c3f8f38",1605152102,"uuid:345fc960-6b8c-4890-b378-2f7f1c3f8f38",3
"56","May 17, 2016 6:44:03 PM","May 17, 2016 10:33:52 AM","May 17, 2016 11:04:45 AM",NA,NA,NA,NA,NA,1,NA,"May 17, 2016 10:34:00 AM","V113103",2,49,1,NA,2,6,"The chairman requested me",2,"Farmer",NA,NA,NA,NA,NA,NA,NA,1,20,NA,2,1,500,"Once a month",NA,0,"O",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,1,"Men getting other women outside their marriages","L ask her to me the cause of their fights then we talk about it with the man",15,2,NA,NA,NA,1,"L take them to the health center",NA,NA,3,6,NA,NA,"uuid:d0d363c7-7eea-4a8f-8df8-62c6ca0d28e3",1605152102,"uuid:d0d363c7-7eea-4a8f-8df8-62c6ca0d28e3",5
"57","May 17, 2016 6:44:04 PM","May 17, 2016 11:53:24 AM","May 17, 2016 12:22:20 PM",NA,NA,NA,NA,NA,1,NA,"May 17, 2016 11:53:00 AM","V113107",2,45,1,NA,2,6,"We were selected by the chairman",2,"Farmer",NA,NA,NA,NA,NA,NA,NA,2,2,NA,2,3,100,"Once a month",NA,0,"O",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,1,"People are poor","L ask the reason why she  was beaten and we find a way of solving it",20,3,NA,NA,NA,1,"L don't know because the health center is far",NA,NA,NA,5,NA,NA,"uuid:eea5bde4-d3e2-46a8-a699-021b2fdf02a5",1605152102,"uuid:eea5bde4-d3e2-46a8-a699-021b2fdf02a5",5
"58","May 17, 2016 6:44:03 PM","May 17, 2016 11:13:48 AM","May 17, 2016 11:39:36 AM",NA,NA,NA,NA,NA,1,NA,"May 17, 2016 11:13:00 AM","V113104",1,48,1,NA,2,3,"We were requested by the chairman",2,"Farmer",NA,NA,NA,NA,NA,NA,NA,1,45,NA,2,2,300,"Twice a month",NA,0,"O",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,2,NA,"L first find out the main cause of the issue",48,3,NA,NA,NA,1,"We take them to the health center",NA,NA,NA,5,NA,NA,"uuid:f60f84f1-4ae0-4a4f-807a-632d6f465cf2",1605152102,"uuid:f60f84f1-4ae0-4a4f-807a-632d6f465cf2",5
"59","May 17, 2016 6:44:04 PM","May 17, 2016 12:53:12 PM","May 17, 2016 1:13:04 PM",NA,NA,NA,NA,NA,1,NA,"May 17, 2016 12:53:00 PM","V113108",2,50,2,NA,NA,NA,NA,NA,NA,NA,2,10,"Was elected",2,"Farmer",NA,2,1,NA,2,3,NA,NA,NA,0,"O",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,1,"Because of poverty","L have to see the husband first",30,2,NA,NA,NA,2,"You should first take them to the health center",NA,NA,2,5,NA,NA,"uuid:9365e7d2-0607-49b5-bb73-9e1472610241",1605152102,"uuid:9365e7d2-0607-49b5-bb73-9e1472610241",5
"60","May 17, 2016 6:44:07 PM","May 17, 2016 10:44:27 AM","May 17, 2016 11:34:19 AM",NA,NA,NA,NA,NA,1,NA,"May 17, 2016 10:48:00 AM","V112208",2,42,1,NA,2,5,"Elected by Lc1committee",2,"She operates a small business",NA,NA,NA,NA,NA,NA,NA,1,45,NA,1,30,200,"Once a month",NA,16,"0",0,NA,NA,8,3,0,0,2,0,3,"0",0,NA,NA,NA,1,"The husband may be poor to afford treatment for the wife","Counsil and encourage the lady to change her behavior ",7,2,NA,NA,NA,1,"Wash the wound and tie a piece of cloth around",NA,NA,3,5,NA,NA,"uuid:d72dbb51-338f-4ad5-b2ea-c992cb20a360",1605152102,"uuid:d72dbb51-338f-4ad5-b2ea-c992cb20a360",4
"61","May 17, 2016 6:44:07 PM","May 17, 2016 11:41:21 AM","May 17, 2016 12:19:19 PM",NA,NA,NA,NA,NA,1,NA,"May 17, 2016 11:47:00 AM","V112201",2,48,2,NA,NA,NA,NA,NA,NA,NA,2,15,"Chosen by village members",2,"Farmer",NA,1,30,NA,1,30,NA,NA,NA,30,"0",0,NA,NA,25,5,0,0,0,0,0,"0",0,NA,NA,NA,1,"Ignorance","Counsil the husband and the wife",48,2,NA,NA,NA,1,"She would take the person to hospital immediately",NA,NA,4,5,NA,NA,"uuid:da774e2b-bcc3-409b-8803-abe6f2ee82b7",1605152102,"uuid:da774e2b-bcc3-409b-8803-abe6f2ee82b7",4
"62","May 17, 2016 6:44:09 PM","May 17, 2016 1:19:52 PM","May 17, 2016 1:55:08 PM",NA,NA,NA,NA,NA,1,NA,"May 17, 2016 1:25:00 PM","V112203",2,50,1,NA,2,3,"Elected by the people in the village",2,"Farmer",NA,NA,NA,NA,NA,NA,NA,1,30,NA,2,1,58,"Whenever there's a program",NA,10,"0",0,NA,NA,5,0,0,0,0,0,5,"0",0,NA,NA,NA,1,"The men are poor to afford treatment for their wives","Listen to the couple and Counsil both of them",50,1,NA,NA,NA,1,"Take the person to hospital immediately",NA,NA,3,5,NA,NA,"uuid:87afbfbf-451c-4e34-ae6b-9ab8c80d0382",1605152102,"uuid:87afbfbf-451c-4e34-ae6b-9ab8c80d0382",4
"63","May 17, 2016 6:44:08 PM","May 17, 2016 12:27:26 PM","May 17, 2016 1:00:20 PM",NA,NA,NA,NA,NA,1,NA,"May 17, 2016 12:31:00 PM","V112202",1,50,1,NA,2,10,"Elected by the people in the village",2,"Farmer",NA,NA,NA,NA,NA,NA,NA,1,45,NA,1,30,250,"Whenever there's a program",NA,5,"0",0,NA,NA,5,0,0,0,0,0,0,"0",0,NA,NA,NA,2,NA,"Talk to the husband and wife and Counsil them",16,2,NA,NA,NA,1,"Give the person first aid and take him to hospital",NA,NA,3,1,NA,NA,"uuid:b929e55e-4332-44f5-899a-1238f896dda2",1605152102,"uuid:b929e55e-4332-44f5-899a-1238f896dda2",4
"64","May 17, 2016 6:44:09 PM","May 17, 2016 1:55:12 PM","May 17, 2016 2:34:33 PM",NA,NA,NA,NA,NA,1,NA,"May 17, 2016 2:06:00 PM","V112204",2,48,1,NA,2,5,"Elected by the people in the village",2,"Farmer",NA,NA,NA,NA,NA,NA,NA,1,40,NA,2,1,100,"Whenever there's a program",NA,5,"0",0,NA,NA,5,0,0,0,0,0,0,"0",0,NA,NA,NA,1,"The husband could be poor","Counsil the couple",14,1,NA,NA,NA,1,"Tie a piece of cloth around the wound and rush the person to hospital",NA,NA,3,6,NA,NA,"uuid:ec73f38f-2bea-449a-a058-feae6e71f5f1",1605152102,"uuid:ec73f38f-2bea-449a-a058-feae6e71f5f1",4
"65","May 17, 2016 6:44:49 PM","May 17, 2016 9:05:27 AM","May 17, 2016 9:33:10 AM",NA,NA,NA,NA,NA,1,NA,"May 17, 2016 9:05:00 AM","V126201",2,39,2,NA,NA,NA,NA,NA,NA,NA,2,10,"The LC committee elected me",2,"Business lady",NA,1,30,NA,1,30,NA,NA,NA,5,"0",0,NA,NA,5,0,0,0,0,0,0,"0",0,NA,NA,NA,2,NA,"I approach the spouse and see why he beats the wife",30,2,NA,NA,NA,1,"I advice him to go for first aid",NA,NA,3,5,NA,NA,"uuid:fcff7a9e-73ec-44c4-9272-30a27874d2ee",1605152102,"uuid:fcff7a9e-73ec-44c4-9272-30a27874d2ee",33
"66","May 17, 2016 6:44:50 PM","May 17, 2016 9:41:48 AM","May 17, 2016 10:06:02 AM",NA,NA,NA,NA,NA,1,NA,"May 17, 2016 9:43:00 AM","V126202",1,41,1,NA,2,5,"I was chosen by the local council committee",2,"Farmer",NA,NA,NA,NA,NA,NA,NA,1,30,NA,1,30,150,"Depends on the service he has to give out",NA,0,"0",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,2,NA,"I advice her to go to the local authorities",41,2,NA,NA,NA,1,"Give him first aid ",NA,NA,3,5,NA,NA,"uuid:e3212f47-9f42-4993-b4ab-cb7ea7f65970",1605152102,"uuid:e3212f47-9f42-4993-b4ab-cb7ea7f65970",33
"67","May 17, 2016 6:44:51 PM","May 17, 2016 11:05:17 AM","May 17, 2016 11:35:35 AM",NA,NA,NA,NA,NA,1,NA,"May 17, 2016 11:05:00 AM","V126204",2,68,1,NA,2,6,"Elected by people at the village level",2,"Farmer",NA,NA,NA,NA,NA,NA,NA,1,20,NA,1,20,500,"Every after 3months",NA,4,"0",0,NA,NA,2,0,0,0,1,0,1,"0",0,NA,NA,NA,2,NA,"To report the case to the local authorities",34,2,NA,NA,NA,1,"I tie a cloth on the wound to reduce the bleeding and rush him to hospital",NA,NA,3,5,NA,NA,"uuid:4ede5379-60fb-4694-81c0-8cd179565b60",1605152102,"uuid:4ede5379-60fb-4694-81c0-8cd179565b60",33
"68","May 17, 2016 6:44:53 PM","May 17, 2016 12:24:49 PM","May 17, 2016 12:46:56 PM",NA,NA,NA,NA,NA,1,NA,"May 17, 2016 12:25:00 PM","V126205",1,48,1,NA,2,6,"Was elected by village residents",2,"Farmer",NA,NA,NA,NA,NA,NA,NA,1,10,NA,1,10,300,"Every after 2months",NA,0,"0",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,2,NA,"I advice the lady to arrange a meeting for us to discuss the issue with the husband",48,3,NA,NA,NA,1,"I get a clean cloth and wrap around the wound to st bleeding",NA,NA,3,5,NA,NA,"uuid:6ab2c3cb-497b-425e-9ba9-199347bb283b",1605152102,"uuid:6ab2c3cb-497b-425e-9ba9-199347bb283b",33
"69","May 17, 2016 6:44:58 PM","May 17, 2016 9:06:03 AM","May 17, 2016 9:44:13 AM",NA,NA,NA,NA,NA,1,NA,"May 17, 2016 9:11:00 AM","V124302",2,41,2,NA,NA,NA,NA,NA,NA,NA,2,1,"They voted her ",2,"Farmer",NA,1,40,NA,2,1,NA,NA,NA,18,"0",0,NA,NA,3,0,5,0,2,6,2,"0",0,NA,NA,NA,1,"Men are drunkards hence not supporting the family","I first ask her why is he beating you, then I call the man and I counsel them ",20,2,NA,NA,NA,1,"We have clinics",NA,NA,3,3,NA,NA,"uuid:5eaaf635-bafc-4a2c-8cad-03364ff618a8",1605152102,"uuid:5eaaf635-bafc-4a2c-8cad-03364ff618a8",52
"70","May 17, 2016 6:45:00 PM","May 17, 2016 9:50:33 AM","May 17, 2016 10:38:56 AM",NA,NA,NA,NA,NA,1,NA,"May 17, 2016 10:01:00 AM","V124305",1,50,1,NA,2,11,"First called all the people and then they voted me ",2,"Farmer,Tailor",NA,NA,NA,NA,NA,NA,NA,1,20,NA,2,1,150,"1",NA,8,"0",0,NA,NA,1,2,0,0,2,0,3,"0",0,NA,NA,NA,1,"Men drink alot","Let me first seat with your husband because you may find when the wife is the one in wrong and then I counsel them.",40,2,NA,NA,NA,2,"Take the patient to the health center three",NA,NA,3,4,NA,NA,"uuid:ea75ba0e-8949-4543-8a59-86f9dca831b0",1605152102,"uuid:ea75ba0e-8949-4543-8a59-86f9dca831b0",52
"71","May 17, 2016 6:45:02 PM","May 17, 2016 10:49:01 AM","May 17, 2016 11:22:13 AM",NA,NA,NA,NA,NA,1,NA,"May 17, 2016 10:53:00 AM","V124303",2,36,1,NA,2,12,"Doctors came and they called the village members and they voted her",2,"Farmer",NA,NA,NA,NA,NA,NA,NA,2,1,NA,2,2,95,"3",NA,0,"0",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,2,NA,"I first ask why is he beating you then I counsel them",20,4,NA,NA,NA,2,"Run to village clinics",NA,NA,3,1,NA,NA,"uuid:c74deb9c-1de0-4889-804c-de65b572a9b5",1605152102,"uuid:c74deb9c-1de0-4889-804c-de65b572a9b5",52
