"","SubmissionDate","starttime","endtime","tl","note_1","note_2","intro","consent_text","consent","note_3","date_time","id","gender_q2_1","age_q2_2","vht_naba","long_VHT_q2_3","unit_q2_3vht","number_q2_3vht","started_VHT_q2_4","paid_q2_5vht","earn_q2_6vht","long_naba_q2_3","unit_q2_3naba","number_q2_3naba","started_naba_q2_4","paid_q2_5naba","earn_q2_6naba","hospital_q2_7","unit_q2_7","number_q2_7","hospital_q2_7b","unit_q2_7b","number_q2_7b","households_q2_8","visits_q2_9","visits_q2_9units","visits_q2_9number","note_3_1","violence_q3_1f","other_q3_1g","other_q3_1g_number","q3_2err","note_3_3","victim_q3_3a","perpetrator_q3_3b","victim_fam_q3_3c","perpetrator_fam_q3_3d","victim_friends_q3_3e","perpetrator_friends_q3_3f","neighbors_q3_3g","other_q3_3h","other_q3_3h_number","q3_3err","viol_unreported_q3_2","viol_unreported_q3_3b","viol_nomedic_q3_5","viol_nomedic_q3_5why","advice_q3_6","years_vill_q2_12","people_known_q2_13","intervene_q8_9","friends_fam_q16_3","note_q6_1","rounds_q6_1","machete_q6_2","killed_witch_q14_1","possible_kill_q14_1b","witchdoctor_q6_4","films_q17_1","other_attend_q17_2","note_thanks","instanceID","formdef_version","KEY","tc_id"
"80","May 24, 2017 11:32:46 PM","May 24, 2017 10:16:37 AM","May 24, 2017 10:40:43 AM",2,NA,NA,NA,NA,1,NA,"May 24, 2017 10:16:00 AM","V409265",2,42,2,NA,NA,NA,NA,NA,NA,NA,1,21,"I was voted by the people",2,"Farming",NA,1,40,NA,2,1,NA,NA,NA,NA,NA,22,"0",0,NA,NA,10,1,11,0,0,0,0,"0",0,NA,NA,NA,2,NA,"I tell her to first inform her inlaws and her farmily members and the matter is not resolved I invite the lc chairman.",30,3,1,1,NA,2,1,1,2,3,7,4,NA,"uuid:40c53fd2-dae4-4ee6-8e60-eb308eb5e373",1705181732,"uuid:40c53fd2-dae4-4ee6-8e60-eb308eb5e373",91
"81","May 24, 2017 11:32:47 PM","May 24, 2017 5:46:18 PM","May 24, 2017 6:19:18 PM",2,NA,NA,NA,NA,1,NA,"May 24, 2017 5:51:00 PM","v409261",1,25,1,NA,2,2,"The LC1 asked me if i could go for training and i accepted after he had explained to me everything!",2,"Yes",NA,NA,NA,NA,NA,NA,NA,2,1,NA,2,2,175,NA,3,1,NA,2,"Family planning   6",0,NA,NA,2,0,0,0,0,0,0,"0",0,NA,NA,NA,1,"Lack of money ","Advise her to go to the Lc1",25,2,1,1,NA,2,1,2,2,3,7,1,NA,"uuid:50308915-4b24-49fb-8a9c-f135eb8ed689",1705181732,"uuid:50308915-4b24-49fb-8a9c-f135eb8ed689",91
"82","May 25, 2017 7:36:27 PM","May 25, 2017 2:16:07 PM","May 25, 2017 2:55:50 PM",5,NA,NA,NA,NA,1,NA,"May 25, 2017 2:23:00 PM","v408182",1,51,1,NA,2,10,"Selected by residents",2,"Farming",NA,NA,NA,NA,NA,NA,NA,1,30,NA,1,30,100,NA,3,1,NA,4,"0",0,NA,NA,2,2,0,0,0,0,0,"0",0,NA,NA,NA,1,"Ignorance","I intervene into the matter and solve the problem",51,1,1,1,NA,2,1,1,1,3,7,1,NA,"uuid:f93f5cb4-5f0f-4f7d-85dc-65436965746d",1705181732,"uuid:f93f5cb4-5f0f-4f7d-85dc-65436965746d",102
"83","May 25, 2017 7:36:27 PM","May 25, 2017 3:21:16 PM","May 25, 2017 3:49:35 PM",5,NA,NA,NA,NA,1,NA,"May 25, 2017 3:32:00 PM","v408181",2,38,2,NA,NA,NA,NA,NA,NA,NA,2,10,"Selected by village committee",2,"Farming",NA,2,1,NA,2,1,NA,NA,NA,NA,NA,5,"0",0,NA,NA,5,0,0,0,0,0,0,"0",0,NA,NA,NA,2,NA,"Intervene into the matter and talk to husband,if it does not work out, i send the to the CDO",13,3,1,2,NA,2,1,2,1,3,7,NA,NA,"uuid:3b82cc3f-2f91-4316-a37b-dad77fa94442",1705181732,"uuid:3b82cc3f-2f91-4316-a37b-dad77fa94442",102
"84","May 25, 2017 7:43:54 PM","May 25, 2017 11:03:50 AM","May 25, 2017 11:41:03 AM",4,NA,NA,NA,NA,1,NA,"May 25, 2017 11:07:00 AM","v407312",1,27,1,NA,2,8,"My father also the L.c.1 chairman was a VHT and I used to do this kind of work like bednet distribution among other duties. After attaining enough experience my father then ecommended me to take up this work. I was then trained at Kibalinga healthcentre 3.",2,"Am a famer doing both Crop and animal rearing specifically Pigs. I also do bee keeping.",NA,NA,NA,NA,NA,NA,NA,2,2,NA,1,40,600,NA,2,3,NA,60,"Development in Agriculture",60,NA,NA,10,20,5,5,5,5,6,"By passers",4,NA,NA,NA,1,"It's mainly because the L.c1 committee has not done enough and as such women find it rather okay to remain suffering in silence.","I go to husband and ask him to pilitely tell me the cause of that and then seat them on a round table to reconcile.",27,2,1,1,NA,1,2,2,1,3,7,1,NA,"uuid:10c66f21-d10d-42d2-9806-8bb47dfb345d",1705181732,"uuid:10c66f21-d10d-42d2-9806-8bb47dfb345d",88
"85","May 25, 2017 7:44:47 PM","May 25, 2017 9:21:48 AM","May 25, 2017 9:53:41 AM",6,NA,NA,NA,NA,1,NA,"May 25, 2017 9:25:00 AM","V408252",2,50,1,NA,2,10,"Were selected by healthy officers",2,"Farming and renting houses",NA,NA,NA,NA,NA,NA,NA,1,5,NA,1,30,100,NA,3,1,NA,30,"0",0,NA,NA,30,0,0,0,0,0,0,"0",0,NA,NA,NA,1,"Neglect of women by husbands","Tell her to invite the husband and talk to them as a couple",30,2,1,1,NA,2,2,2,1,3,8,NA,NA,"uuid:ac7dec12-553b-4b8b-82c9-4eae439d335a",1705181732,"uuid:ac7dec12-553b-4b8b-82c9-4eae439d335a",103
"86","May 25, 2017 7:44:47 PM","May 25, 2017 10:55:57 AM","May 25, 2017 4:23:17 PM",6,NA,NA,NA,NA,1,NA,"May 25, 2017 10:58:00 AM","V408253",2,25,1,NA,2,1,"Were called to healthy center by healthy officers",2,"Trading in agrcultural produce",NA,NA,NA,NA,NA,NA,NA,1,3,NA,1,3,130,NA,4,1,NA,0,"About mosquito nets",8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,3,1,"Fear to report cases to authorities","Tell her to call the spouse so tha5 we can talk over the issue",25,2,1,1,NA,2,2,1,1,2,8,1,NA,"uuid:028b48f8-53bd-4097-953c-f23306426b16",1705181732,"uuid:028b48f8-53bd-4097-953c-f23306426b16",103
"87","May 25, 2017 7:44:48 PM","May 25, 2017 4:23:22 PM","May 25, 2017 4:50:05 PM",6,NA,NA,NA,NA,1,NA,"May 25, 2017 4:26:00 PM","V408251",2,42,1,NA,2,14,"Self volunteered",1,"Teaching and farming",NA,NA,NA,NA,NA,NA,NA,1,15,NA,2,1,52,NA,4,6,NA,3,"0",0,NA,NA,1,0,1,0,0,0,1,"0",0,NA,NA,NA,2,NA,"Cousle her and meet the husband and advise her",40,1,1,1,NA,1,2,2,2,2,6,2,NA,"uuid:a3af2f4f-5036-411d-8db4-00da75b0ec31",1705181732,"uuid:a3af2f4f-5036-411d-8db4-00da75b0ec31",103
"88","May 25, 2017 7:48:39 PM","May 25, 2017 4:04:54 PM","May 25, 2017 4:33:06 PM",7,NA,NA,NA,NA,1,NA,"May 25, 2017 4:09:00 PM","v412192",1,35,1,NA,2,6,"I was nominated by community members and chairperson then they sent me for training ",2,"Farming ",NA,NA,NA,NA,NA,NA,NA,2,3,NA,2,3,215,NA,2,2,NA,2,"0",0,NA,NA,1,1,0,0,0,0,0,"0",0,NA,NA,NA,2,NA,"To counsel her how she should hundle the spouse ",35,2,1,2,NA,1,2,1,1,3,8,4,NA,"uuid:ceaa7c07-07a0-4936-a638-750752abc3ca",1705181732,"uuid:ceaa7c07-07a0-4936-a638-750752abc3ca",77
"89","May 25, 2017 7:48:38 PM","May 25, 2017 8:45:24 AM","May 25, 2017 9:11:30 AM",7,NA,NA,NA,NA,1,NA,"May 25, 2017 8:45:00 AM","v412193",1,39,1,NA,2,5,"I was trained by an NO called pathfinder after being nominated by the chairman as a VHT ",2,"Farming ",NA,NA,NA,NA,NA,NA,NA,1,60,NA,2,3,50,NA,3,3,NA,0,"Poor services at the hospitals no drugs ",10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,2,NA,"I try to counsel them that they should avoid domestic violence it's not the solution to problems then try to follow them up.",10,3,1,1,NA,1,2,2,1,3,8,4,NA,"uuid:13fc07c1-89e7-445d-b16c-1eb847b1b50e",1705181732,"uuid:13fc07c1-89e7-445d-b16c-1eb847b1b50e",77
"90","May 25, 2017 7:48:39 PM","May 25, 2017 9:11:33 AM","May 25, 2017 10:27:29 AM",7,NA,NA,NA,NA,1,NA,"May 25, 2017 9:11:00 AM","v412191",2,39,1,NA,2,5,"I was nominated by community members ",2,"Farming and retail shop ",NA,NA,NA,NA,NA,NA,NA,1,30,NA,1,30,800,NA,3,2,NA,200,"0",0,NA,NA,100,100,0,0,0,0,0,"0",0,NA,NA,NA,1,"They lack money to go to hospitals ","I call the partner and talk to him if he refuses i take him to police. ",30,2,1,1,NA,1,2,2,1,3,8,4,NA,"uuid:0e21c763-b4ab-4377-a4e0-228faf9dc7b8",1705181732,"uuid:0e21c763-b4ab-4377-a4e0-228faf9dc7b8",77
"91","May 25, 2017 7:48:39 PM","May 25, 2017 4:39:04 PM","May 25, 2017 4:58:42 PM",7,NA,NA,NA,NA,1,NA,"May 25, 2017 4:42:00 PM","v412194",1,29,1,NA,2,5,"The community members nominated me ",2,"Farming and building ",NA,NA,NA,NA,NA,NA,NA,1,20,NA,1,60,200,NA,4,2,NA,0,"0",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,2,2,NA,"I would counsel her to meet family members first to settle the issue ",29,3,1,1,NA,2,1,2,1,3,8,4,NA,"uuid:ece7eff6-e940-4eb3-a898-1b4da2a7069a",1705181732,"uuid:ece7eff6-e940-4eb3-a898-1b4da2a7069a",77
"92","May 25, 2017 7:51:12 PM","May 25, 2017 4:47:51 PM","May 25, 2017 5:12:50 PM",3,NA,NA,NA,NA,1,NA,"May 25, 2017 4:48:00 PM","V412402",2,33,1,NA,2,5,"Was selected by the chief and went for training",2,"Farming",NA,NA,NA,NA,NA,NA,NA,1,10,NA,1,30,70,NA,4,2,NA,20,"0",0,NA,NA,20,0,0,0,0,0,0,"0",0,NA,NA,NA,1,"Lack of money to facilitate their treatment","I send the to action aid",13,2,1,1,NA,2,2,NA,1,2,7,4,NA,"uuid:2da2f676-701a-434d-af9c-f3d93713eece",1705181732,"uuid:2da2f676-701a-434d-af9c-f3d93713eece",79
"93","May 25, 2017 7:51:13 PM","May 25, 2017 5:46:45 PM","May 25, 2017 6:01:31 PM",3,NA,NA,NA,NA,1,NA,"May 25, 2017 5:46:00 PM","V412401",2,45,1,NA,2,5,"Chief selected me to be VHT",2,"Farming",NA,NA,NA,NA,NA,NA,NA,1,10,NA,1,20,20,NA,4,3,NA,1,"0",0,NA,NA,1,0,0,0,0,0,0,"0",0,NA,NA,NA,2,NA,"I mediate the couple and counsel",27,2,1,1,NA,2,4,2,1,3,6,2,NA,"uuid:39757bca-ea2f-4602-833a-7811c29f9e01",1705181732,"uuid:39757bca-ea2f-4602-833a-7811c29f9e01",79
"94","May 26, 2017 7:53:30 PM","May 26, 2017 1:21:37 PM","May 26, 2017 1:43:19 PM",3,NA,NA,NA,NA,1,NA,"May 26, 2017 1:21:00 PM","V405434",1,42,1,NA,2,7,"Was selected by the chairman because of my interest in community activities",2,"Driver& farming",NA,NA,NA,NA,NA,NA,NA,1,30,NA,1,40,50,NA,3,2,NA,0,"0",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1,"Negligence by the victims and they don't seek advice","I send her to the authorities as it is a crime",23,4,1,1,NA,2,3,2,1,3,4,1,NA,"uuid:c5461f87-61fc-4dc9-898c-ace9a0ffbe84",1705181732,"uuid:c5461f87-61fc-4dc9-898c-ace9a0ffbe84",87
"95","May 26, 2017 7:53:30 PM","May 26, 2017 1:44:16 PM","May 26, 2017 2:22:49 PM",3,NA,NA,NA,NA,1,NA,"May 26, 2017 1:54:00 PM","V405432",1,60,1,NA,2,10,"Chairman and the residents chose me to become one",2,"Farming",NA,NA,NA,NA,NA,NA,NA,1,30,NA,2,1,95,NA,3,1,NA,0,"0",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,1,"Fear of the husband","Advice her to go to the committee and report the matter",60,2,1,1,NA,2,2,2,1,3,7,1,NA,"uuid:20ea2898-42d0-4124-8001-00e6e80d1fa2",1705181732,"uuid:20ea2898-42d0-4124-8001-00e6e80d1fa2",87
"96","May 26, 2017 7:54:25 PM","May 26, 2017 9:47:10 AM","May 26, 2017 10:18:22 AM",6,NA,NA,NA,NA,1,NA,"May 26, 2017 9:52:00 AM","V417142",2,59,1,NA,2,10,"Selected by chairman",2,"Farming",NA,NA,NA,NA,NA,NA,NA,1,5,NA,2,1,192,NA,3,2,NA,11,"0",0,NA,NA,5,3,1,0,0,0,2,"0",0,NA,NA,NA,1,"Neglect of families due to polygamy","Call for the husband and talk to the couple with chairman",22,2,1,1,NA,2,2,1,1,3,8,NA,NA,"uuid:2f828426-e3e4-4f36-87cb-8e0d71f92d59",1705181732,"uuid:2f828426-e3e4-4f36-87cb-8e0d71f92d59",111
"97","May 26, 2017 7:54:26 PM","May 26, 2017 10:41:26 AM","May 26, 2017 11:20:10 AM",6,NA,NA,NA,NA,1,NA,"May 26, 2017 10:44:00 AM","V417143",2,40,1,NA,2,11,"Selected by chairman",2,"Brewing",NA,NA,NA,NA,NA,NA,NA,1,10,NA,1,30,700,NA,4,6,NA,20,"0",0,NA,NA,6,7,0,0,0,0,7,"0",0,NA,NA,NA,1,"Neglect of women","Tell them to behave better",20,2,1,1,NA,2,2,2,1,2,7,4,NA,"uuid:a1c9c4dd-90e4-469f-8a8f-11806d9113d8",1705181732,"uuid:a1c9c4dd-90e4-469f-8a8f-11806d9113d8",111
"98","May 26, 2017 7:55:50 PM","May 26, 2017 12:45:33 PM","May 26, 2017 1:08:48 PM",2,NA,NA,NA,NA,1,NA,"May 26, 2017 12:45:00 PM","v407313",2,50,2,NA,NA,NA,NA,NA,NA,NA,2,1,"There was a nabakyala who was not performing and i was voted for by people",2,"Farming",NA,2,2,NA,1,30,NA,NA,NA,NA,NA,6,"0",0,NA,NA,2,0,1,2,1,0,0,"0",0,NA,NA,NA,2,NA,"I meet both and counsel them",35,1,1,1,NA,1,1,2,1,3,7,3,NA,"uuid:8bc72888-ccd5-4ee6-b451-dbe30208d8c9",1705181732,"uuid:8bc72888-ccd5-4ee6-b451-dbe30208d8c9",88
"99","May 26, 2017 7:55:49 PM","May 26, 2017 9:31:52 AM","May 26, 2017 9:50:07 AM",2,NA,NA,NA,NA,1,NA,"May 26, 2017 9:32:00 AM","v412404",1,47,1,NA,2,7,"The parish chief came told us to select two people and i was one of them",2,"Farming",NA,NA,NA,NA,NA,NA,NA,1,30,NA,2,2,300,NA,3,2,NA,20,"0",0,NA,NA,20,0,0,0,0,0,0,"0",0,NA,NA,NA,2,NA,"I have to see the man and talk to him or send her to the probation officer",47,2,1,1,NA,2,2,1,1,3,7,1,NA,"uuid:ef625096-fba7-4bd7-ab4d-6cdbbb7866d4",1705181732,"uuid:ef625096-fba7-4bd7-ab4d-6cdbbb7866d4",79
"100","May 26, 2017 7:55:50 PM","May 26, 2017 1:33:23 PM","May 26, 2017 1:54:54 PM",2,NA,NA,NA,NA,1,NA,"May 26, 2017 1:33:00 PM","V407311",2,67,1,NA,2,8,"We were selected by the citizens and we went for training and there we started serving",2,"Farming",NA,NA,NA,NA,NA,NA,NA,2,3,NA,1,20,210,NA,3,3,NA,4,"0",0,NA,NA,3,0,1,0,0,0,0,"0",0,NA,NA,NA,2,NA,"I first call the husband and counsel him",47,1,1,1,NA,1,2,1,1,3,7,4,NA,"uuid:b25122c9-45af-4041-9b93-515d84ffc721",1705181732,"uuid:b25122c9-45af-4041-9b93-515d84ffc721",88
"101","May 26, 2017 7:58:40 PM","May 26, 2017 9:08:14 AM","May 26, 2017 9:32:30 AM",7,NA,NA,NA,NA,1,NA,"May 26, 2017 9:13:00 AM","v405343",1,39,1,NA,2,10,"I got a letter from the subcounty by the chairman to go for the training as a VHT",2,"Farming ",NA,NA,NA,NA,NA,NA,NA,1,30,NA,2,2,50,NA,3,10,NA,0,"0",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,2,NA,"As a VHT i first counsel that person and tell her to call the husband to settle the issue. ",30,2,1,2,NA,1,2,2,2,3,7,1,NA,"uuid:665a9e2d-eeb8-4dde-82c8-6e892b389da8",1705181732,"uuid:665a9e2d-eeb8-4dde-82c8-6e892b389da8",86
"102","May 26, 2017 7:58:41 PM","May 26, 2017 10:05:06 AM","May 26, 2017 10:27:33 AM",7,NA,NA,NA,NA,1,NA,"May 26, 2017 10:10:00 AM","v405341",2,60,1,NA,2,9,"Chairman nominated me with all community members ",2,"Own retail shop ",NA,NA,NA,NA,NA,NA,NA,1,20,NA,1,30,50,NA,3,1,NA,4,"0",0,NA,NA,2,2,0,0,0,0,0,"0",0,NA,NA,NA,2,NA,"I have to know the cause first then try to counsel them accordingly ",35,2,1,1,NA,1,2,2,1,3,7,NA,NA,"uuid:af51d2ef-70c4-474f-a787-00d7bca74075",1705181732,"uuid:af51d2ef-70c4-474f-a787-00d7bca74075",86
"103","May 26, 2017 7:58:40 PM","May 26, 2017 9:39:35 AM","May 26, 2017 9:56:55 AM",7,NA,NA,NA,NA,1,NA,"May 26, 2017 9:40:00 AM","v405342",1,65,1,NA,2,8,"I was nominated by community members ",2,"Farming ",NA,NA,NA,NA,NA,NA,NA,1,30,NA,2,4,240,NA,4,2,NA,3,"1",0,NA,NA,1,1,1,0,0,0,0,"0",0,NA,NA,NA,2,NA,"I just counsel them",36,1,1,1,NA,2,2,2,2,3,8,4,NA,"uuid:b0527943-ed6d-414c-85c3-243bd017523a",1705181732,"uuid:b0527943-ed6d-414c-85c3-243bd017523a",86
"104","May 26, 2017 7:58:41 PM","May 26, 2017 11:28:50 AM","May 26, 2017 12:03:21 PM",7,NA,NA,NA,NA,1,NA,"May 26, 2017 11:38:00 AM","v405344",2,52,1,NA,2,4,"Community members nominated me ",2,"Farming ",NA,NA,NA,NA,NA,NA,NA,1,1,NA,1,60,60,NA,4,4,NA,0,"0",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,2,2,NA,"I counsel her to settle the issue with family members if it fails i tell her to go police ",20,2,2,2,NA,1,2,1,1,3,7,3,NA,"uuid:600d96b8-706c-4180-8e8b-2bbc47f5a2f7",1705181732,"uuid:600d96b8-706c-4180-8e8b-2bbc47f5a2f7",86
"105","May 26, 2017 8:37:33 PM","May 26, 2017 10:29:24 AM","May 26, 2017 11:00:21 AM",5,NA,NA,NA,NA,1,NA,"May 26, 2017 10:36:00 AM","v411042",2,43,1,NA,2,5,"Selected by a community member",2,"Farming",NA,NA,NA,NA,NA,NA,NA,2,1,NA,2,2,300,NA,4,2,NA,40,"0",0,NA,NA,10,20,0,0,10,0,0,"0",0,NA,NA,NA,1,"Negligence of their husbands","I intervene and try to make them reconcile",32,2,1,1,NA,1,1,2,1,NA,7,1,NA,"uuid:5a9978ff-3329-486e-96e4-df22f9886e8e",1705181732,"uuid:5a9978ff-3329-486e-96e4-df22f9886e8e",104
"106","May 26, 2017 8:37:32 PM","May 26, 2017 9:39:58 AM","May 26, 2017 10:17:18 AM",5,NA,NA,NA,NA,1,NA,"May 26, 2017 9:53:00 AM","v411041",2,35,2,NA,NA,NA,NA,NA,NA,NA,1,10,"Elected by local council",2,"Farming and retail shop business",NA,2,2,NA,2,6,NA,NA,NA,NA,NA,2,"4 education issues",0,NA,NA,1,1,0,0,0,0,0,"0",0,NA,NA,NA,1,"Ignorance and negligence by men","I intervene as nabakyala, if it does not work out, i refer the case to local council 1",11,2,1,1,NA,2,1,2,2,2,7,1,NA,"uuid:338f59fc-fdcf-432b-8524-06ece78cfe35",1705181732,"uuid:338f59fc-fdcf-432b-8524-06ece78cfe35",104
"107","May 26, 2017 8:37:33 PM","May 26, 2017 12:02:23 PM","May 26, 2017 12:34:37 PM",5,NA,NA,NA,NA,1,NA,"May 26, 2017 12:08:00 PM","v411043",1,34,1,NA,2,13,"Was seconded by a medical who used to vist their parish and started training her.",2,"Farming",NA,NA,NA,NA,NA,NA,NA,2,2,NA,2,6,150,NA,3,2,NA,4,"0",0,NA,NA,4,0,0,0,0,0,0,"0",0,NA,NA,NA,1,"Women do not want to lose their marrieges, poverty and sometimes they fear their husbands","Advives the wife to report to police",34,2,1,1,NA,2,1,2,2,3,7,1,NA,"uuid:26e754bd-4e8c-4b2a-9cf6-a4c2aa229cd9",1705181732,"uuid:26e754bd-4e8c-4b2a-9cf6-a4c2aa229cd9",104
"108","May 26, 2017 9:04:50 PM","May 26, 2017 10:00:37 AM","May 26, 2017 10:29:39 AM",4,NA,NA,NA,NA,1,NA,"May 26, 2017 10:03:00 AM","v411152",2,54,1,NA,2,12,"The community suggested that I serve them as a VHT. I then went to Bukuya subcounty where I was given basic training. We were trained by medical personels from Kampala. Then after were rolled into service.",2,"Am a farmer.",NA,NA,NA,NA,NA,NA,NA,1,30,NA,1,30,200,NA,3,2,NA,0,"0",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,5,2,NA,"I tell her to report to police because once it crops into a habbit, it can resiult into death or serious injury.",33,3,1,1,NA,1,5,1,1,3,7,3,NA,"uuid:cfe9046a-3800-4377-8403-062cb482b5df",1705181732,"uuid:cfe9046a-3800-4377-8403-062cb482b5df",105
"109","May 26, 2017 9:08:46 PM","May 26, 2017 10:00:55 AM","May 26, 2017 10:25:11 AM",4,NA,NA,NA,NA,1,NA,"May 26, 2017 10:01:00 AM","V411154",2,34,1,NA,1,1,"She was chosen by the village chairperson just to replace some one who gave up on that role.",2,"She is a farmer thus sells some of her produce",NA,NA,NA,NA,NA,NA,NA,1,30,NA,2,1,80,NA,2,1,NA,0,"0",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,3,1,"Its due to alcoholism by husbands and lack of financial help by the wives(victims)","Meet up with the husband and give a warning to him and if he insists, then she involves the village chairperson.",34,2,1,1,NA,2,1,1,1,3,7,3,NA,"uuid:2fe02e88-7d78-4a06-99a4-a216cc54e6a3",1705181732,"uuid:2fe02e88-7d78-4a06-99a4-a216cc54e6a3",105
"110","May 26, 2017 9:08:47 PM","May 26, 2017 1:32:32 PM","May 26, 2017 1:57:58 PM",4,NA,NA,NA,NA,1,NA,"May 26, 2017 1:32:00 PM","V411151",2,48,2,NA,NA,NA,NA,NA,NA,NA,2,4,"She was voted for by the village citizens",2,"She does livestock keeping.",NA,1,30,NA,1,45,NA,NA,NA,NA,NA,20,"0",0,NA,NA,17,2,1,0,0,0,0,"0",0,NA,NA,NA,2,NA,"Advise her to sit with her husband and find out the cause of the violence and resolve it themselves with out involving third parties.",28,3,2,1,NA,2,1,2,1,3,7,3,NA,"uuid:37af2872-0a33-40b2-ae52-e2226a5f1f88",1705181732,"uuid:37af2872-0a33-40b2-ae52-e2226a5f1f88",105
"111","May 27, 2017 4:51:52 PM","May 27, 2017 8:33:36 AM","May 27, 2017 9:24:27 AM",7,NA,NA,NA,NA,1,NA,"May 27, 2017 9:05:00 AM","v412331",2,47,1,NA,2,5,"I was the chairperson women council 3, then the community members nominated me they saw me capable ",2,"Farming ",NA,NA,NA,NA,NA,NA,NA,1,15,NA,1,40,40,NA,4,6,NA,20,"0",0,NA,NA,10,10,0,0,0,0,0,"0",0,NA,NA,NA,1,"The husbands intimidate them not to talk anything. ","I counsel her if fails i send her to the CDO ",47,2,1,1,NA,2,1,2,1,2,7,4,NA,"uuid:81998b8e-31d7-4e5d-85fa-02bba0f8405c",1705181732,"uuid:81998b8e-31d7-4e5d-85fa-02bba0f8405c",78
"112","May 27, 2017 4:51:53 PM","May 27, 2017 9:37:17 AM","May 27, 2017 9:57:45 AM",7,NA,NA,NA,NA,1,NA,"May 27, 2017 9:42:00 AM","v412332",1,34,1,NA,2,10,"I was appointed by CDO ",2,"Farming ",NA,NA,NA,NA,NA,NA,NA,1,20,NA,1,60,250,NA,4,1,NA,1,"0",0,NA,NA,1,0,0,0,0,0,0,"0",0,NA,NA,NA,1,"Some times women just neglect and take it easy by the time you realize it it's late ","I just tell her to go to Nabakyaala or CDO ",20,3,2,2,NA,1,1,2,1,3,7,1,NA,"uuid:7c35e896-21f0-4e1f-99ce-aab10752e507",1705181732,"uuid:7c35e896-21f0-4e1f-99ce-aab10752e507",78
"113","May 27, 2017 6:29:32 PM","May 27, 2017 9:42:29 AM","May 27, 2017 10:31:27 AM",3,NA,NA,NA,NA,1,NA,"May 27, 2017 9:43:00 AM","v410242",2,57,1,NA,2,10,"After getting vht courses",2,"Farming and small business",NA,NA,NA,NA,NA,NA,NA,1,5,NA,2,1,130,NA,3,2,NA,50,"Women groups and their projects",10,NA,NA,20,10,6,5,3,4,2,"0",0,NA,NA,NA,2,NA,"Try to counsel her on how to handle the husband",22,3,1,1,NA,1,2,2,1,2,8,NA,NA,"uuid:6293bd3e-ce57-47b6-bc21-515eb8c61e8a",1705181732,"uuid:6293bd3e-ce57-47b6-bc21-515eb8c61e8a",74
"114","May 27, 2017 6:29:32 PM","May 27, 2017 11:10:16 AM","May 27, 2017 12:13:12 PM",3,NA,NA,NA,NA,1,NA,"May 27, 2017 11:10:00 AM","v410244",1,27,1,NA,2,4," Village coucil elected me",2,"Teaching",NA,NA,NA,NA,NA,NA,NA,1,1,NA,1,20,300,NA,3,2,NA,3,"Hiv",30,NA,NA,3,0,0,0,0,0,0,"0",0,NA,NA,NA,1,"Men dont care to treat the victimised","Councilling them",21,3,1,1,NA,1,2,2,1,NA,7,2,NA,"uuid:a6b362a8-5f57-4c54-b7cc-e67577e172aa",1705181732,"uuid:a6b362a8-5f57-4c54-b7cc-e67577e172aa",74
"115","May 27, 2017 6:34:21 PM","May 27, 2017 11:12:52 PM","May 27, 2017 11:31:22 PM",5,NA,NA,NA,NA,1,NA,"May 27, 2017 11:15:00 PM","v415221",2,50,1,NA,2,6,"Voted by the village people",2,"Farming",NA,NA,NA,NA,NA,NA,NA,1,8,NA,1,13,300,NA,3,6,NA,0,"Development ",20,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,2,NA,"You counsel them",37,2,1,1,NA,2,2,2,1,3,8,4,NA,"uuid:0625a12e-d8b9-4bba-b044-90018cc219a1",1705181732,"uuid:0625a12e-d8b9-4bba-b044-90018cc219a1",112
"116","May 27, 2017 6:59:09 PM","May 27, 2017 9:30:26 AM","May 27, 2017 10:20:58 AM",4,NA,NA,NA,NA,1,NA,"May 27, 2017 9:38:00 AM","v401054",1,37,1,NA,2,1,"I was invited by my  a VHT member in my village and i was trained by VHT trainer",2,"Farming",NA,NA,NA,NA,NA,NA,NA,1,15,NA,1,30,53,NA,3,3,NA,20,"Harbel medicine use",10,NA,NA,8,2,0,2,2,4,2,"0",0,NA,NA,NA,1,"Poverty","I send her to the hospital for examination",20,2,1,1,NA,2,2,2,2,3,7,NA,NA,"uuid:afe85ce1-7a4b-4757-9587-862df4741c77",1705181732,"uuid:afe85ce1-7a4b-4757-9587-862df4741c77",83
